OBJECTID,SOURCE_ID,COUNTRY,NAME,LEAST_DEPTH,MAX_DEPTH,DEPTH_INFO,DEPTH_PREC,OBJECT_LENGTH,LOC_PREC,SITE_AREA,SINK_CONTEXT,SINK_YR,DATING,PERIOD,STATUTORY_PROT,OBJ_DESC,SHIP_CHAR,OBJ_TYPE,EST_TONNAGE,PLACE_ORIG,PLACE_DEST,ARTEFACTS,COAST_DIST,SOURCE_INFO,REFERENCE,WEBSITE1,WEBSITE2
"3832",FR 0000004922 00001,France,n.a.,10,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,"recent wreck in good condition, laid flat; height above the bottom = 3 m (crane cabin)",Crane barge,Crane barge,,n.a.,n.a.,n.a.,1959.92270633,SHOM,n.a.,n.a.,n.a.
"3833",FR 0000004923 00001,France,n.a.,4.2,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,944.784951172,SHOM,n.a.,n.a.,n.a.
"3834",FR 0000169326 00001,France,n.a.,2.2,,n.a.,Unreliable probe,22,5,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,250.619285616,SHOM,n.a.,n.a.,n.a.
"3835",FR 0000004993 00001,France,n.a.,2.5,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,"Building largely destroyed, height above the bottom = 2 m, the couples are visible as well as the propeller shaft",Carcass,"Hull, debris, carcass",,n.a.,n.a.,n.a.,414.417628866,SHOM,n.a.,n.a.,n.a.
"3836",FR 0000004905 00001,France,n.a.,22,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,"wreck completely destroyed, oriented 060/240, Presence of many nets, Height above the seabed = 0.50 m",n.a.,n.a.,,n.a.,n.a.,n.a.,4741.06030066,SHOM,n.a.,n.a.,n.a.
"3837",FR 0000125281 00001,France,n.a.,80,,n.a.,Least depth known,10,201.2,,n.a.,,n.a.,n.a.,n.a.,"04/25/1995: wreck of a pleasure boat, oriented 030/210, placed on the bottom, in good condition but not recent, length 10m, width 2.5m, the highest point is the gangway",Pleasure boat,"Pleasure boat, day fishing",,n.a.,n.a.,n.a.,2698.24765118,SHOM,n.a.,n.a.,n.a.
"3838",FR 0000125280 00001,France,n.a.,,,n.a.,Unknown depth,3.5,201.2,,n.a.,,n.a.,n.a.,n.a.,"04/24/1995: wreck of Un petit pointu, facing north / south, laid flat, in good condition but concreted, length 3.5m and width 1m",Pointed type fishing boat,"Fishing boat, trawler",,n.a.,n.a.,n.a.,1476.68077045,SHOM,n.a.,n.a.,n.a.
"3839",FR 0000005216 00001,France,n.a.,81.4,,n.a.,Least depth known,10,10,,n.a.,,n.a.,n.a.,n.a.,"1987: wreck oriented at 280, length = 10 m, width = 2.5 m",n.a.,n.a.,,n.a.,n.a.,n.a.,3779.00171181,SHOM,n.a.,n.a.,n.a.
"3840",FR 0000127581 00001,France,n.a.,69.5,,n.a.,Least depth known,5,101.3,,n.a.,,n.a.,n.a.,n.a.,"Motor cruiser inboard, placed upside down, forward sunk, oriented at 45 ° to the drop-off, the bow to the west",Speedboat,Motorboat,,n.a.,n.a.,n.a.,482.840710307,SHOM,n.a.,n.a.,n.a.
"3841",FR 0000127560 00001,France,n.a.,72,,n.a.,Least depth known,,101.3,,n.a.,,n.a.,n.a.,n.a.,"Guy-Coach type express cruiser, cabin, Mercury inboard engine, set upside down, the bow out to sea, the stern downward",Guy-Coach branded pleasure boat,Motorboat,,n.a.,n.a.,n.a.,491.063537361,SHOM,n.a.,n.a.,n.a.
"3842",FR 0000126375 00001,France,JUNKER 88,63,,n.a.,Reported but not surveyed,,6.2,,n.a.,,n.a.,n.a.,n.a.,"03/10/2001: wreck placed upside down, amputated from its rear part, only one engine is in its place; exploded canopy; two large trawls are attached to the wreck and rise 9 m","Multipurpose 10,300 kg bomber, powered by Junkers Jumo 12-cylinder V engines",Aircraft,,n.a.,n.a.,n.a.,2764.63154466,SHOM,n.a.,n.a.,n.a.
"3843",FR 0000005186 00001,France,CHILTON,23,,n.a.,Least depth known,76,100,,Grounded on 05/30/1888 following a wrong maneuver,"1888",n.a.,n.a.,n.a.,"iron cargo ship, length = 76 m, width = 11 m, height = 5 to 6 m",Cargo ship launched in 1879,"Cargo, commercial vessel",,n.a.,n.a.,n.a.,247.143470081,SHOM,n.a.,n.a.,n.a.
"3844",FR 0000005164 00001,France,n.a.,46,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,100,,n.a.,,n.a.,n.a.,n.a.,"1985: Hull of a small vessel, length = 15, width = 3 m, height above the bottom = 2m; 1990: not found by the MO men 1990",Small building,"Raft, barge",,n.a.,n.a.,n.a.,849.349828072,SHOM,n.a.,n.a.,n.a.
"3845",FR 0000004965 00001,France,SAMSON,31.1,,n.a.,Least depth known,50,10,,Sank on 05/29/1940 on a mine,"1940",n.a.,n.a.,n.a.,"Echo sounder approximately 50 m long and 20 m wide, orientation 150/330",Tug,Pusher or tug,,n.a.,n.a.,n.a.,4166.1319272,SHOM,n.a.,n.a.,n.a.
"3846",FR 0000004962 00001,France,n.a.,15.5,,n.a.,Least depth known,15,100,,n.a.,,n.a.,n.a.,n.a.,"Half-buried barge or barge, length = 15 m, width = 10 m, height above the bottom = 6 m, oriented at 010",Steamer,Steamboat,,n.a.,n.a.,n.a.,2615.10277802,SHOM,n.a.,n.a.,n.a.
"3847",FR 0000004960 00001,France,SERTICO,2,,n.a.,Least depth known,,100,,Grounded and sank on 02/08/1913 following a boiler failure,"1913",n.a.,n.a.,n.a.,"height above sea level = 4 m, heading east",Steamer,Steamboat,,n.a.,n.a.,n.a.,408.7679762,SHOM,n.a.,n.a.,n.a.
"3848",FR 0000105303 00001,France,n.a.,,,n.a.,Unknown depth,,101.3,,n.a.,,n.a.,n.a.,n.a.,n.a.,Sloop sailboat,Sailing ship,,n.a.,n.a.,n.a.,1168.97172473,SHOM,n.a.,n.a.,n.a.
"3849",FR 0000135988 00001,France,n.a.,0,,n.a.,Least depth known,,5,,Boat sunk in 1945,"1945",n.a.,n.a.,n.a.,"23/09/2004: boat engine, with a volume of approximately 3 to 4m3, flush with the surface of the water (2m² and 0.20 m high)",Boat engine,"Hull, debris, carcass",,n.a.,n.a.,n.a.,146.968558137,SHOM,n.a.,n.a.,n.a.
"3850",FR 0000126314 00001,France,LA HAVRAISE (UJ 6078),81,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,6.2,,Sank on 06/10/1944,"1944",n.a.,n.a.,n.a.,"11/08/2004: Rear part of the wreckage (located about a hundred meters from the front part) with another cannon on a platform and 2 anti-aircraft machine guns which precede a pile of metal; the bridge suddenly rises obliquely before the break. The central superstructures are missing (description dated 2001). 03/10/2001: Wreck consisting of 2 sections; the front part rests straight on the bottom; the rear part is well preserved","Armed trawler from 1934 sold by the British Navy. Armament: one 102 gun, anti-aircraft submachine gun, grenades. Alternative machine; a helix ; a cylindrical boiler; power: 750/800 CV","Fishing boat, trawler",,n.a.,n.a.,n.a.,4446.86796653,SHOM,n.a.,n.a.,n.a.
"3851",FR 0000005162 00001,France,n.a.,43.3,,n.a.,Least depth known,20,10,,n.a.,,n.a.,n.a.,n.a.,"2nd determination: 1991, no magnetic deviation",Barge,Barge,,n.a.,n.a.,n.a.,1706.57274885,SHOM,n.a.,n.a.,n.a.
"3852",FR 0000005163 00001,France,n.a.,49.5,,n.a.,Least depth known,25,10,,n.a.,,n.a.,n.a.,n.a.,"04/28/2003: Mr. BEAUMONT: 'iron sailboat hull bottom, stripped'. 2nd determination: 1990, magnetic deflection, metal wreck hull",Sailing ship,Sailing ship,,n.a.,n.a.,n.a.,1150.85803739,SHOM,n.a.,n.a.,n.a.
"3853",FR 0000105838 00001,France,n.a.,81,,n.a.,Least depth known,,5.2,,n.a.,,n.a.,n.a.,n.a.,06/11/1996: Wreck protruding from the bottom of 5 meters,n.a.,n.a.,,n.a.,n.a.,n.a.,1603.18804774,SHOM,n.a.,n.a.,n.a.
"3854",FR 0000105837 00001,France,n.a.,77,,n.a.,Least depth known,,5.2,,n.a.,,n.a.,n.a.,n.a.,06/11/1996: Wreck protruding from the bottom of 2 meters,n.a.,n.a.,,n.a.,n.a.,n.a.,1027.95693494,SHOM,n.a.,n.a.,n.a.
"3855",FR 0000105831 00001,France,n.a.,78.2,,n.a.,Least depth known,,5.2,,n.a.,,n.a.,n.a.,n.a.,06/11/1996: Wreck protruding from the bottom of 0.80 meters,n.a.,n.a.,,n.a.,n.a.,n.a.,999.081867232,SHOM,n.a.,n.a.,n.a.
"3856",FR 0000105830 00001,France,n.a.,77.4,,n.a.,Least depth known,,5.2,,n.a.,,n.a.,n.a.,n.a.,06/11/1996: Wreck protruding from the bottom of 2.60 meters,n.a.,n.a.,,n.a.,n.a.,n.a.,1146.67138416,SHOM,n.a.,n.a.,n.a.
"3857",FR 0000127582 00001,France,n.a.,64.5,,n.a.,Least depth known,20,101.3,,n.a.,,n.a.,n.a.,n.a.,"2001: wreck positioned against the wall, the bow to the east, the stern to the west. The boat, very dilapidated, is made of wood. The broadsides fell on the sand; 2 large engine blocks are in place; the stern is spread out on the sand. It may be a small trawler",Ship,n.a.,,n.a.,n.a.,n.a.,479.590785549,SHOM,n.a.,n.a.,n.a.
"3858",FR 0000005179 00001,France,n.a.,84,,n.a.,Least depth known,,5.2,,n.a.,,n.a.,n.a.,n.a.,"Presence of a trawl net going up to 50 m submersion, above the barge",Barge,Barge,,n.a.,n.a.,n.a.,1810.9674532,SHOM,n.a.,n.a.,n.a.
"3859",FR 0000005419 00001,France,LE LIGHTNING,25,,n.a.,Least depth known,15,21.2,,n.a.,,n.a.,n.a.,n.a.,"1st determination: 1993: Only the wings remain: 15 m long; 3 to 4 m wide, Height above the bottom = 2 m",American twin-engine fighter,Aircraft,,n.a.,n.a.,n.a.,579.118101131,SHOM,n.a.,n.a.,n.a.
"3860",FR 0000005117 00001,France,LA HAVRAISE (UJ 6078),84.78,,n.a.,Least depth known,40,2.8,,Sank on 06/10/1944,"1944",n.a.,n.a.,n.a.,"08/11/2004: The bow (located about a hundred meters from the rear part) rests on a gently sloping bottom in an area that is not very sheltered and conducive to the current, near a gigantic mine base (without that -this ) ; surmounted by a cannon placed on a circular platform; the bridge is well preserved; the break is located at the beginning of the superstructures (description dated 2001). 03/10/2001: Wreck consisting of 2 sections; the front part rests straight on the bottom; the rear part is well preserved","Armed trawler from 1934 sold by the British Navy. Armament: one 102 gun, anti-aircraft submachine gun, grenades. Alternative machine; a helix ; a cylindrical boiler; power: 750/800 CV","Fishing boat, trawler",,n.a.,n.a.,n.a.,4297.86542872,SHOM,n.a.,n.a.,n.a.
"3861",FR 0000124706 00001,France,n.a.,71,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,1853.3,,n.a.,,n.a.,n.a.,n.a.,n.a.,Speedboat,Motorboat,,n.a.,n.a.,n.a.,4188.91640685,SHOM,n.a.,n.a.,n.a.
"3862",FR 0000118778 00001,France,FCA-06 ex GUARANI,75,,n.a.,Least depth known,35,21.2,,"Sank on June 21, 1944 at 10:24 p.m. following a torpedo attack by the English submarine HMS UNIVERSAL","1944",n.a.,n.a.,n.a.,"xx / xx / 1999: iron boat about 30 to 35 meters in length and 4 to 5 meters in width. The wooden bridge has disappeared, revealing the iron spontils. A piece of trawl net supported by floats goes back 75 meters","Bermudian schooner 2 masts built in Arcachon in 1927 and named GUARANI; seized by the Germans, the boat is transformed and armed, it becomes the FCA-06",n.a.,,n.a.,n.a.,n.a.,1540.79502675,SHOM,n.a.,n.a.,n.a.
"3863",FR 0000005185 00001,France,BATAVIA,3,,n.a.,Least depth known,,101.3,,"The Batavia, caught in a storm and unable to maneuver, was lost on a rock in the channel between Calsereigne Island and Jaire Island on November 23, 1877","1877",n.a.,n.a.,n.a.,"2000: the wreck rests in 3 pieces, the one in the middle being dislocated on the reef where the Batavia sank; its bow is oriented to the WSW. 1985: wreck cut in half, oriented E / W, on either side of the reef",Italian iron liner,Line liner,,n.a.,n.a.,n.a.,326.335953136,SHOM,n.a.,n.a.,n.a.
"3864",FR 0000143707 00001,France,n.a.,16.2,,n.a.,Least depth known,10,10,,n.a.,,n.a.,n.a.,n.a.,"1st det. : 2005, placed on the side, good condition, orientation 110/290, width 3 m., Height 2 m",Wooden trawler,"Fishing boat, trawler",,n.a.,n.a.,n.a.,667.797410275,SHOM,n.a.,n.a.,n.a.
"3865",FR 0000105302 00001,France,n.a.,,,n.a.,Unknown depth,,100,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,4241.54708946,SHOM,n.a.,n.a.,n.a.
"3866",FR 0000004908 00001,France,n.a.,,,n.a.,Unknown depth,,501.3,,n.a.,,n.a.,n.a.,n.a.,n.a.,Plane,Aircraft,,n.a.,n.a.,n.a.,768.762348614,SHOM,n.a.,n.a.,n.a.
"3867",FR 0000107089 00003,France,n.a.,3.4,,n.a.,Least depth known,24,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,329.895702272,SHOM,n.a.,n.a.,n.a.
"3868",FR 0000117118 00001,France,n.a.,,,n.a.,Unknown depth,,1855.5,,n.a.,,n.a.,n.a.,n.a.,Wreck reported as well known to local fishermen,n.a.,n.a.,,n.a.,n.a.,n.a.,26415.4400226,SHOM,n.a.,n.a.,n.a.
"3869",FR 0000004915 00001,France,EPHEBE (L'),,,n.a.,Unknown depth,,503.5,,Sank on 06/19/1991 following a fire,"1991",n.a.,n.a.,n.a.,n.a.,Sailing ship,Sailing ship,,n.a.,n.a.,n.a.,3764.84929436,SHOM,n.a.,n.a.,n.a.
"3870",FR 0000005420 00001,France,n.a.,51.6,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,"1st determination: 1990, magnetic deviation",n.a.,n.a.,,n.a.,n.a.,n.a.,1892.40677979,SHOM,n.a.,n.a.,n.a.
"3871",FR 0000005411 00001,France,n.a.,50.9,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,"1st determination: 1990, no magnetic deviation",n.a.,n.a.,,n.a.,n.a.,n.a.,1871.52126268,SHOM,n.a.,n.a.,n.a.
"3872",FR 0000005203 00001,France,n.a.,55.4,,n.a.,Least depth known,3,10,,n.a.,,n.a.,n.a.,n.a.,"1st determination: 1987, in poor condition, length = 3 m, width = 1.5 m; 2nd determination: 1990, no magnetic deviation",Small boat,Boat or three-masted,,n.a.,n.a.,n.a.,1833.61938718,SHOM,n.a.,n.a.,n.a.
"3873",FR 0000005204 00001,France,n.a.,41,,n.a.,"Least depth unknown, but estimated to be greater than indicated",5,100,,n.a.,,n.a.,n.a.,n.a.,"2nd determination: Old wreck oriented E / W, length = 5 m",n.a.,n.a.,,n.a.,n.a.,n.a.,427.218450426,SHOM,n.a.,n.a.,n.a.
"3874",FR 0000005165 00001,France,n.a.,57.3,,n.a.,Least depth known,13,10,,n.a.,,n.a.,n.a.,n.a.,"2nd determination: 1990, magnetic deviation, wreck almost buried, oriented at 220/040 hull of metal wreck",Trawler,"Fishing boat, trawler",,n.a.,n.a.,n.a.,1683.39858462,SHOM,n.a.,n.a.,n.a.
"3875",FR 0000005407 00001,France,n.a.,50.9,,n.a.,Least depth known,8.5,1.7,,n.a.,,n.a.,n.a.,n.a.,"Small sailboat oriented 020/200, width: 3 m, 1st determination: 1990, no significant setback",Small sailboat,Sailing ship,,n.a.,n.a.,n.a.,1051.6417745,SHOM,n.a.,n.a.,n.a.
"3876",FR 0000005159 00001,France,n.a.,69.3,,n.a.,Least depth known,16,1.7,,n.a.,,n.a.,n.a.,n.a.,"2002: '... it's the wreck of a sailboat in good condition laid upright despite a trawl that swept the deck. The cabin fell to starboard. The deck, most certainly in teak, is corroded but is still intact; the hatches are open, the holds intact, very silted up; aft a davit is in place. The wreckage is silted up and I could not see if there was a propeller. Everything is frozen as before. day of its shipwreck ...' François BEAUMONT. 1990: MOM on 10/30/1989, no magnetic deviation; detected and confirmed by Persée mine hunter on 10/29/1990. 1987: oriented at 300, length = 15 m, width = 2 m, confused with wreck NMR 18035168. 1985: wreck corresponding to a boat or a small trawler",Sailing ship,Sailing ship,,n.a.,n.a.,n.a.,1468.86554213,SHOM,n.a.,n.a.,n.a.
"3877",FR 0000371630 05112,France,n.a.,47.2,,n.a.,Least depth known,7,1.7,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,707.05202216,SHOM,n.a.,n.a.,n.a.
"3878",FR 0000371629 05112,France,n.a.,44.6,,n.a.,Least depth known,7,1.7,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,494.229583521,SHOM,n.a.,n.a.,n.a.
"3879",FR 0000005206 00001,France,n.a.,70.9,,n.a.,Least depth known,8,10,,n.a.,,n.a.,n.a.,n.a.,"1st determination: 1987, oriented to 050/230, length = 8 m, width = 2 m; 2nd determination: 1990, no magnetic deviation",n.a.,n.a.,,n.a.,n.a.,n.a.,3037.51815936,SHOM,n.a.,n.a.,n.a.
"3880",FR 0000005160 00001,France,n.a.,52.3,,n.a.,Least depth known,20,10,,n.a.,,n.a.,n.a.,n.a.,"2nd determination: 1991, no magnetic deviation",Tug,Pusher or tug,,n.a.,n.a.,n.a.,1591.65800391,SHOM,n.a.,n.a.,n.a.
"3881",FR 0000005207 00001,France,n.a.,69.1,,n.a.,Least depth known,8,10,,n.a.,,n.a.,n.a.,n.a.,"1st determination: 1987, oriented at 300/120, length = 8 m, width = 2 m; 2nd determination: 1990, no magnetic deviation",n.a.,n.a.,,n.a.,n.a.,n.a.,2861.33812998,SHOM,n.a.,n.a.,n.a.
"3882",FR 0000005039 00001,France,TOZEUR,1.5,,n.a.,Least depth known,,100,,Was drossed on 12/01/1934 on the rocks of Ratonneau,"1934",n.a.,n.a.,n.a.,"All that remains is scrap (Marine Toulon, 1979, reference: 795 OPS / EMPLOI of July 6)",Cargo (large),"Cargo, commercial vessel",,n.a.,n.a.,n.a.,114.924994486,SHOM,n.a.,n.a.,n.a.
"3883",FR 0000005199 00001,France,n.a.,36.6,,n.a.,Least depth known,20,10,,n.a.,,n.a.,n.a.,n.a.,"1st determination: 1987, oriented 120/300, length = 20 m, width = 8 m; 2nd determination: 1990, magnetic deviation",n.a.,n.a.,,n.a.,n.a.,n.a.,350.813104693,SHOM,n.a.,n.a.,n.a.
"3884",FR 0000120927 00001,France,n.a.,,,n.a.,Unknown depth,,203.5,,Engine failure followed by fire,,n.a.,n.a.,n.a.,"1st det: according to mr WEISS, from the harbor master's office at Cap d'Agde, the plastic has melted and the boat is reduced to a pile of 30cm high without counting the metal parts (engine)",Plastic cruiser,Motorboat,,n.a.,n.a.,n.a.,700.827891614,SHOM,n.a.,n.a.,n.a.
"3885",FR 0000213784 00003,France,n.a.,1.7,,n.a.,Unreliable probe,28,5,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,236.920777616,SHOM,n.a.,n.a.,n.a.
"3886",FR 0000105301 00001,France,n.a.,,,n.a.,Unknown depth,,501.3,,Sank in 1996,"1996",n.a.,n.a.,n.a.,n.a.,Sailing ship,Sailing ship,,n.a.,n.a.,n.a.,2431.74521204,SHOM,n.a.,n.a.,n.a.
"3887",FR 0000116132 00001,France,REGINA MARIS II,60.6,,n.a.,Least depth known,25,100,,Sank on 02/22/1999,"1999",n.a.,n.a.,n.a.,Placed on the keel Orientation: 240/060 Width: 5 m Numerous cables around and in suspension,Trawler,"Fishing boat, trawler",,n.a.,n.a.,n.a.,14751.8516083,SHOM,n.a.,n.a.,n.a.
"3888",FR 0000004910 00001,France,ALSACE,28,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,9263.5,,Sank on 07/01/1892 after being struck by the Foria,"1892",n.a.,n.a.,n.a.,n.a.,Cargo,"Cargo, commercial vessel",,n.a.,n.a.,n.a.,11994.9664559,SHOM,n.a.,n.a.,n.a.
"3889",FR 0000094490 00001,France,SAINT GEORGES AXE,20,,n.a.,"Least depth unknown, but estimated to be greater than indicated",9.5,500,,Capsized and sank on 12/14/1995 when it was at the end of fishing in the mussel-growing areas of Marseillan. The boss disappears and the sailor is fished out several hours later,"1995",n.a.,n.a.,n.a.,n.a.,pointed - plastic hull from 1977 built at the Buonomo shipyard in Mèze (34). registered in Sète 401035,"Fishing boat, trawler",,n.a.,n.a.,n.a.,5100.38577504,SHOM,n.a.,n.a.,n.a.
"3890",FR 0000004971 00001,France,PADUA,28,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,1852,,Hopped on a mine on 10/27/1943,"1943",n.a.,n.a.,n.a.,n.a.,Cargo (small),"Cargo, commercial vessel",,n.a.,n.a.,n.a.,11054.3701975,SHOM,n.a.,n.a.,n.a.
"3891",FR 0000005005 00001,France,n.a.,63.1,,n.a.,Least depth known,36,3.4,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,15899.7780953,SHOM,n.a.,n.a.,n.a.
"3892",FR 0000005003 00001,France,n.a.,66.9,,n.a.,Least depth known,15,3.5,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,4143.30162738,SHOM,n.a.,n.a.,n.a.
"3893",FR 0000005006 00001,France,DUR DUR,88,,n.a.,"Least depth unknown, but estimated to be greater than indicated",,500,,Was rammed on 03/02/1992 by a Turkish freighter,"1992",n.a.,n.a.,n.a.,n.a.,Trawler,"Fishing boat, trawler",,n.a.,n.a.,n.a.,12845.8338729,SHOM,n.a.,n.a.,n.a.
"3894",FR 0000168752 00003,France,n.a.,88.1,,n.a.,Least depth known,70,3.8,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,8786.99409687,SHOM,n.a.,n.a.,n.a.
"3895",FR 0000005422 00001,France,n.a.,30,,n.a.,Least depth known,,100,,n.a.,,n.a.,n.a.,n.a.,"1st determination: 1993: height above the bottom = 5 m; excellent condition",Barge,"Raft, barge",,n.a.,n.a.,n.a.,1460.44926356,SHOM,n.a.,n.a.,n.a.
"3896",FR 0000005423 00001,France,n.a.,42,,n.a.,Least depth known,20,100,,n.a.,,n.a.,n.a.,n.a.,"1st determination: 1993: Aircraft wreckage: Aircraft wing length = 15 to 20 m; it is located approximately 60 m SW of wreck 18035413, at the foot of the cliff",Plane,Aircraft,,n.a.,n.a.,n.a.,1464.32278238,SHOM,n.a.,n.a.,n.a.
"3897",FR 0000004999 00001,France,n.a.,53,,n.a.,Least depth known,,100,,n.a.,,n.a.,n.a.,n.a.,"Remains of a boat, oriented E / W laid flat and loaded with lead ingots, 100% buried",n.a.,n.a.,,n.a.,n.a.,n.a.,10317.8129837,SHOM,n.a.,n.a.,n.a.
"3898",FR 0000004989 00001,France,BETTINA,5,,n.a.,Least depth known,,100,,n.a.,,n.a.,n.a.,n.a.,n.a.,Schooner,Schooner,,n.a.,n.a.,n.a.,1997.85460456,SHOM,n.a.,n.a.,n.a.
"3899",FR 0000004967 00001,France,n.a.,10,,n.a.,Least depth known,20,100,,Sank on 11/17/1960,"1960",n.a.,n.a.,n.a.,n.a.,Pontoon crane,Floating crane,,n.a.,n.a.,n.a.,2834.60818906,SHOM,n.a.,n.a.,n.a.
"3900",FR 0000004966 00001,France,BETTINA,7,,n.a.,Least depth known,,100,,n.a.,,n.a.,n.a.,n.a.,n.a.,Schooner,Schooner,,n.a.,n.a.,n.a.,1839.60486586,SHOM,n.a.,n.a.,n.a.
"3901",FR 0000005167 00001,France,n.a.,55.4,,n.a.,Least depth known,50,10,,n.a.,,n.a.,n.a.,n.a.,"3rd determination: 1991, wreck oriented at 160, magnetic deviation",Barge,Barge,,n.a.,n.a.,n.a.,1718.32352805,SHOM,n.a.,n.a.,n.a.
"3902",FR 0000005209 00001,France,n.a.,57.3,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,"1st determination: 1987, old buried wreck; 2nd determination: 1990, magnetic deviation",n.a.,n.a.,,n.a.,n.a.,n.a.,1874.03754358,SHOM,n.a.,n.a.,n.a.
